index,gene_symbol-0,n_cells-0,n_cells-1,means,dispersions,dispersions_norm
NAT6,NAT6,140,60,0.0077489205,0.22230159,-0.2012686
TUSC2,TUSC2,2730,220,0.115093306,0.3493679,0.17854758
RASSF1,RASSF1,822,242,0.04505671,0.60208607,0.9339521
NPRL2,NPRL2,481,146,0.026614115,1.8174131,4.566708
CYB561D2,CYB561D2,1346,304,0.06521758,0.369258,0.23800144
TMEM115,TMEM115,733,83,0.029951314,0.2637861,-0.07726647
XXcos-LUCA11.4,XXcos-LUCA11.4,142,55,0.0077796048,0.24368452,-0.1373525
C3orf18,C3orf18,11,10,0.00086541317,0.4948398,0.61338025
HEMK1,HEMK1,228,49,0.012866868,2.2038705,5.7218747
CISH,CISH,263,207,0.020459823,1.0599136,2.3024528
RP11-804H8.6,RP11-804H8.6,15,11,0.0012479249,0.37573305,0.25735617
MANF,MANF,5240,346,0.24074088,0.5058797,-0.09832126
TEX264,TEX264,1836,448,0.08612576,0.38776818,0.29333058
RRP9,RRP9,610,99,0.02986011,0.39060605,0.3018133
ABHD14B,ABHD14B,1181,446,0.0642335,0.24768403,-0.12539747
ABHD14A,ABHD14A,495,242,0.027366059,0.41282266,0.3682214
TWF2,TWF2,2957,493,0.13506638,0.3455791,0.16722241
WDR82,WDR82,853,215,0.04256744,0.33198756,0.12659572
GLYCTK,GLYCTK,204,47,0.009590162,0.697145,1.2180943
PHF7,PHF7,109,35,0.005068952,0.24456245,-0.13472827
PBRM1,PBRM1,1226,118,0.050717402,0.51935804,0.6866682
GNL3,GNL3,2212,222,0.1049385,0.35460687,0.1942075
GLT8D1,GLT8D1,940,145,0.042416766,0.32284477,0.09926686
NEK4,NEK4,235,25,0.010277011,0.24267161,-0.1403802
SFMBT1,SFMBT1,431,51,0.018749665,0.2629841,-0.079663776
PRKCD,PRKCD,1338,146,0.054633625,0.21911438,-0.21079555
TKT,TKT,2805,945,0.17102498,0.5693004,0.83595186
DCP1A,DCP1A,1470,140,0.0626936,0.2180404,-0.21400577
CCDC66,CCDC66,1052,119,0.048562508,1.2608557,2.9030921
FAM208A,FAM208A,380,54,0.017074592,0.4340116,0.43155766
ARHGEF3,ARHGEF3,1238,172,0.05531839,0.247103,-0.12713423
APPL1,APPL1,1523,156,0.062105015,0.3248007,0.10511336
PDE12,PDE12,692,62,0.029585414,0.27562732,-0.0418717
ARF4,ARF4,4144,381,0.18272024,0.46774274,0.532384
DENND6A,DENND6A,156,39,0.007832011,0.33239505,0.12781376
SLMAP,SLMAP,409,95,0.02003113,0.7564113,1.3952484
DNASE1L3,DNASE1L3,74,8,0.0069148066,1.2874955,2.9827218
RPP14,RPP14,760,76,0.033216506,0.5480311,0.77237535
PXK,PXK,1075,113,0.046459608,0.21939929,-0.20994392
PDHB,PDHB,2552,397,0.11562459,0.35640314,0.19957678
RP11-802O23.3,RP11-802O23.3,12,5,0.0007125171,0.48506993,0.584177
FHIT,FHIT,808,219,0.04018813,0.3211797,0.09428972
THOC7,THOC7,2736,434,0.13242605,1.2170858,2.772259
PSMD6,PSMD6,3387,379,0.14884767,0.3228919,0.099407695
SLC25A26,SLC25A26,977,178,0.044883627,0.5184691,0.68401104
LRIG1,LRIG1,196,39,0.0091538485,0.28472123,-0.01468893
SUCLG2,SUCLG2,796,352,0.04820451,0.90425134,1.8371598
EOGT,EOGT,51,19,0.0030856936,0.9584321,1.9991124
TMF1,TMF1,2143,119,0.086713076,0.4457803,0.4667357
ARL6IP5,ARL6IP5,8092,1222,0.37733272,0.9067089,1.002696
LMOD3,LMOD3,339,12,0.012841802,0.31615725,0.07927707
FRMD4B,FRMD4B,438,32,0.02144363,0.5004449,0.6301346
MITF,MITF,148,9,0.005803636,0.4803556,0.5700853
FOXP1,FOXP1,2910,445,0.13013278,0.3668276,0.23073675
PROK2,PROK2,35,8,0.0012367447,0.30533066,0.046915118
SHQ1,SHQ1,237,28,0.010821027,0.30041733,0.032228593
PPP4R2,PPP4R2,2355,130,0.09609066,0.25055644,-0.116811514
EBLN2,EBLN2,264,38,0.011462054,0.26570687,-0.07152509
CHMP2B,CHMP2B,2414,297,0.1037652,0.22802293,-0.18416682
CGGBP1,CGGBP1,4168,357,0.1682293,0.24051967,-0.14681259
ARL13B,ARL13B,727,40,0.030548459,0.39035484,0.30106243
DHFRL1,DHFRL1,143,15,0.0068701557,0.3846403,0.283981
ARL6,ARL6,72,9,0.00337497,1.4359024,3.4263272
MINA,MINA,439,101,0.022246188,0.382788,0.27844426
CLDND1,CLDND1,4725,233,0.21739012,0.5838334,0.8793927
DCBLD2,DCBLD2,28,5,0.0012339747,0.27676055,-0.038484335
CMSS1,CMSS1,1483,164,0.07625227,0.6795912,1.165624
TBC1D23,TBC1D23,843,55,0.036336407,0.32960224,0.11946573
NIT2,NIT2,771,190,0.04239603,1.1801147,2.6617482
LNP1,LNP1,8,4,0.0005705668,0.5662172,0.82673573
TFG,TFG,3600,195,0.14750706,0.28358468,-0.018086186
SENP7,SENP7,625,66,0.025921278,0.3454861,0.16694447
TRMT10C,TRMT10C,1912,168,0.085065015,0.41883892,0.3862047
ZBTB11-AS1,ZBTB11-AS1,163,23,0.0077320575,0.22338003,-0.19804502
NXPE3,NXPE3,627,76,0.027313106,0.22173627,-0.2029584
CBLB,CBLB,540,101,0.022920333,0.22695032,-0.187373
BBX,BBX,4320,386,0.18197417,0.4930452,0.6080161
IFT57,IFT57,1530,221,0.07110287,0.32403517,0.10282509
KIAA1524,KIAA1524,75,12,0.00358973,0.38379928,0.28146708
DZIP3,DZIP3,133,45,0.0071677123,0.25780988,-0.09513013
TRAT1,TRAT1,5510,458,0.29735076,0.8702356,0.90250945
PVRL3,PVRL3,83,5,0.0038833735,0.3743009,0.2530753
CD96,CD96,3328,320,0.14941335,0.58912975,0.8952241
PHLDB2,PHLDB2,105,4,0.0038139075,0.55398625,0.79017603
C3orf52,C3orf52,47,3,0.002046723,0.23154475,-0.1736397
GCSAM,GCSAM,330,97,0.018527333,0.32725388,0.1124462
CD200,CD200,446,45,0.023119904,0.6016877,0.9327614
BTLA,BTLA,548,62,0.025886135,0.42320374,0.39925164
SLC35A5,SLC35A5,837,54,0.033023257,0.23611034,-0.15999259
RP11-484K9.4,RP11-484K9.4,18,3,0.00096577784,0.2455381,-0.13181192
GTPBP8,GTPBP8,1251,110,0.05290922,0.39670405,0.32004094
C3orf17,C3orf17,696,98,0.031776175,0.31499285,0.075796515
SPICE1,SPICE1,103,33,0.0051961797,0.4914045,0.6031118
SIDT1,SIDT1,293,70,0.014167095,0.26323947,-0.07890043
SIDT1-AS1,SIDT1-AS1,291,106,0.015625155,0.27646908,-0.03935556
KIAA2018,KIAA2018,304,37,0.012160344,0.24075237,-0.14611703
NAA50,NAA50,2037,154,0.079033345,0.24584487,-0.13089494
GRAMD1C,GRAMD1C,71,4,0.0023419054,0.26810843,-0.064346544
KIAA1407,KIAA1407,81,36,0.005242679,0.40162477,0.33474958
RP11-553L6.2,RP11-553L6.2,88,17,0.0037628575,0.26920784,-0.061060283
ZNF80,ZNF80,99,8,0.0041105794,0.69447595,1.2101164
TIGIT,TIGIT,1925,189,0.09583799,1.1454799,2.5582204
RP11-553L6.5,RP11-553L6.5,51,20,0.0029564777,0.44462687,0.46328792
ZBTB20,ZBTB20,365,123,0.020727012,0.31408802,0.07309188
B4GALT4,B4GALT4,388,76,0.018239811,0.61251146,0.9651148
TMEM39A,TMEM39A,491,44,0.020970061,0.261937,-0.08279369
POGLUT1,POGLUT1,396,57,0.01791572,0.2783968,-0.033593427
TIMMDC1,TIMMDC1,1869,254,0.08131558,0.7817799,1.4710782
FSTL1,FSTL1,7,7,0.001027701,0.876994,1.7556844
HGD,HGD,58,7,0.0030151873,0.6685212,1.1325346
GOLGB1,GOLGB1,1160,57,0.04674091,0.30652803,0.05049419
IQCB1,IQCB1,446,72,0.021209713,0.2564233,-0.099274784
EAF2,EAF2,927,253,0.05051333,0.58669275,0.88793963
CD86,CD86,3821,152,0.20246449,0.5067781,0.6490654
CCDC58,CCDC58,406,29,0.018211206,0.39480507,0.3143647
FAM162A,FAM162A,2760,370,0.122636355,0.33934408,0.14858525
WDR5B,WDR5B,262,22,0.011172777,0.24961595,-0.11962274
KPNA1,KPNA1,944,111,0.043941617,0.91866696,1.8802497
PARP9,PARP9,4452,199,0.18824665,0.31100097,0.06386434
DTX3L,DTX3L,1934,102,0.07950188,0.21690868,-0.21738864
PDIA5,PDIA5,58,17,0.0035355291,0.27487063,-0.04413351
SEC22A,SEC22A,509,34,0.020807043,0.28444237,-0.015522475
MYLK-AS1,MYLK-AS1,25,11,0.0013022181,0.29064396,0.0030148246
MYLK,MYLK,28,5,0.0011790631,0.29486626,0.015635788
CCDC14,CCDC14,356,73,0.015338311,0.2620635,-0.082415536
KALRN,KALRN,24,7,0.0011096706,0.49082154,0.60136926
UMPS,UMPS,631,78,0.027938735,0.2610741,-0.08537299
ZNF148,ZNF148,1680,136,0.06974871,0.28442174,-0.0155841205
TXNRD3,TXNRD3,15,5,0.000906568,0.25418484,-0.105965786
PLXNA1,PLXNA1,41,5,0.0018879116,0.23869412,-0.1522694
RUVBL1,RUVBL1,1036,210,0.050886236,0.2553522,-0.10247642
EEFSEC,EEFSEC,330,94,0.016265554,0.31816483,0.08527794
GATA2,GATA2,19,4,0.0014908767,0.68207407,1.1730456
ACAD9,ACAD9,281,49,0.012047774,0.3189418,0.08760042
GP9,GP9,141,16,0.0117962165,1.7106948,4.2477145
ISY1,ISY1,1466,214,0.06874524,1.0359597,2.2308517
CNBP,CNBP,11964,1843,0.5891183,0.67881656,-0.22351961
H1FX,H1FX,982,451,0.0608666,0.3276256,0.113557324
MBD4,MBD4,2469,247,0.10283602,0.57392913,0.84978765
PIK3R4,PIK3R4,112,30,0.00630498,1.0619718,2.3086047
ASTE1,ASTE1,520,51,0.020802278,0.35612047,0.19873184
MRPL3,MRPL3,2090,309,0.10328101,0.36314315,0.21972345
ACPP,ACPP,19,12,0.0011017136,0.21775807,-0.2148497
NPHP3,NPHP3,234,55,0.012534536,1.0314226,2.2172897
UBA5,UBA5,781,110,0.036964554,0.92471147,1.8983175
BFSP2,BFSP2,12,5,0.0007757689,0.23119213,-0.17469373
CDV3,CDV3,1939,273,0.08540529,0.74139786,1.3503715
SRPRB,SRPRB,1094,119,0.05332931,0.34886837,0.17705446
RAB6B,RAB6B,13,5,0.0009922078,0.47814518,0.5634781
RYK,RYK,160,32,0.0076496964,0.22290501,-0.1994649
ANAPC13,ANAPC13,1805,272,0.085069425,2.0138648,5.153925
CEP63,CEP63,848,115,0.036240917,0.28028554,-0.027947726
MSL2,MSL2,599,86,0.026756085,0.24046737,-0.14696893
STAG1,STAG1,570,80,0.023781778,0.29875308,0.02725395
DBR1,DBR1,365,54,0.01653102,0.2431523,-0.13894334
ARMC8,ARMC8,1039,133,0.045062512,0.21588854,-0.22043794
MRPS22,MRPS22,1908,184,0.08141624,0.25389346,-0.10683674
NMNAT3,NMNAT3,65,16,0.003514471,1.0248905,2.1977646
SLC25A36,SLC25A36,785,101,0.034054976,0.29909408,0.028273234
ZBTB38,ZBTB38,760,75,0.029834466,0.3059258,0.048694007
RASA2,RASA2,419,111,0.021870386,0.34578967,0.16785187
ATP1B3,ATP1B3,6887,445,0.34816986,0.5430199,0.0036972372
TFDP2,TFDP2,698,112,0.028943166,0.3202048,0.09137565
XRN1,XRN1,5257,83,0.21917829,0.37083286,0.24270892
ATR,ATR,252,34,0.011649489,0.32453895,0.10433094
U2SURP,U2SURP,3064,231,0.13040449,0.49373758,0.6100856
PLSCR1,PLSCR1,11641,377,0.75023717,0.9508072,-0.14609991
GYG1,GYG1,1783,310,0.08377278,1.3307477,3.112008
HLTF,HLTF,303,43,0.0133919865,0.5906943,0.89990073
COMMD2,COMMD2,2280,185,0.09579819,0.30622137,0.04957753
EIF2A,EIF2A,2443,447,0.113566495,0.42229146,0.39652476
RP11-103G8.2,RP11-103G8.2,125,35,0.0064636297,0.24664854,-0.1284927
SIAH2,SIAH2,1264,326,0.0684022,1.250083,2.8708913
GPR171,GPR171,2570,135,0.13592622,0.9236147,1.8950391
P2RY14,P2RY14,87,17,0.004330602,0.34162205,0.15539438
MBNL1,MBNL1,1766,588,0.09042878,0.25137717,-0.11435826
MBNL1-AS1,MBNL1-AS1,224,29,0.009113642,0.3193742,0.088892914
DHX36,DHX36,2658,210,0.11294388,0.350884,0.18307939
C3orf33,C3orf33,112,28,0.0062572337,0.27711987,-0.037410263
SSR3,SSR3,4789,490,0.2157062,0.4102417,0.36050656
TIPARP,TIPARP,1988,79,0.08172122,0.24475482,-0.13415323
LINC00886,LINC00886,13,7,0.0025803775,3.0268812,8.181951
CCNL1,CCNL1,4757,711,0.22239096,0.6077408,0.9508548
PTX3,PTX3,225,11,0.012716572,1.2665008,2.9199662
MLF1,MLF1,78,16,0.0037253075,0.30588725,0.048578825
GFM1,GFM1,906,97,0.03945473,0.24486616,-0.13382041
IFT80,IFT80,96,24,0.004461343,0.325819,0.10815713
SMC4,SMC4,1671,144,0.0764432,0.5270746,0.70973384
TRIM59,TRIM59,66,7,0.0022877,0.2768248,-0.03829227
NMD3,NMD3,838,143,0.03875225,0.32140878,0.0949745
MYNN,MYNN,583,62,0.025462227,0.5575968,0.8009684
LRRC34,LRRC34,35,6,0.001757458,0.2684594,-0.06329742
PHC3,PHC3,381,168,0.022278344,0.79778457,1.518918
PRKCI,PRKCI,459,23,0.018619774,0.37740093,0.26234168
SKIL,SKIL,3233,59,0.1297829,0.41067654,0.3618064
RPL22L1,RPL22L1,1702,537,0.09739255,0.6396146,1.0461292
EIF5A2,EIF5A2,288,37,0.013051679,0.312625,0.068718724
TNIK,TNIK,657,95,0.02866795,0.28858712,-0.0031333044
TNFSF10,TNFSF10,10820,577,1.1355312,2.0070949,1.1170613
TBL1XR1,TBL1XR1,380,117,0.020296957,0.582311,0.874842
ZMAT3,ZMAT3,174,70,0.010358343,0.52735317,0.7105666
ZNF639,ZNF639,302,91,0.015641782,0.28620312,-0.010259382
ACTL6A,ACTL6A,1212,116,0.052981373,0.8171845,1.5769067
MRPL47,MRPL47,3285,224,0.13686141,0.3135857,0.071590394
NDUFB5,NDUFB5,4693,573,0.20464066,0.30390555,0.042655274
TTC14,TTC14,1759,213,0.07756418,0.6183463,0.98255575
DNAJC19,DNAJC19,2519,403,0.11637276,0.52476376,0.70282656
LAMP3,LAMP3,1226,13,0.054979738,0.73483944,1.3307676
MCF2L2,MCF2L2,19,6,0.0009837567,0.25177687,-0.113163486
KLHL6,KLHL6,554,57,0.023254745,0.39808902,0.3241808
KLHL24,KLHL24,866,114,0.036163036,0.6158368,0.9750546
YEATS2,YEATS2,187,34,0.007850708,0.23326774,-0.16848947
PARL,PARL,1967,349,0.09133538,0.62887007,1.0140126
ABCC5,ABCC5,176,37,0.008131747,0.2493829,-0.12031937
EIF2B5,EIF2B5,899,138,0.04001067,0.21875389,-0.21187308
ABCF3,ABCF3,879,80,0.034236997,0.22970149,-0.17914942
ALG3,ALG3,1338,211,0.061372586,0.25553364,-0.10193408
ECE2,ECE2,250,37,0.012498943,0.33851483,0.14610653
PSMD2,PSMD2,3281,267,0.13453363,0.2282649,-0.18344356
POLR2H,POLR2H,1538,241,0.072602846,0.25185177,-0.11293962
MAGEF1,MAGEF1,402,161,0.021189194,0.228673,-0.1822237
VPS8,VPS8,407,68,0.018137857,0.50414336,0.64118975
TMEM41A,TMEM41A,406,84,0.01968593,0.3660179,0.22831646
SENP2,SENP2,390,40,0.015490756,0.25784922,-0.09501254
TRA2B,TRA2B,3411,750,0.16522686,0.35072434,0.18260217
TBCCD1,TBCCD1,258,55,0.012006881,0.22326313,-0.19839443
RP11-573D15.9,RP11-573D15.9,40,11,0.0019680012,0.26644814,-0.06930934
EIF4A2,EIF4A2,12590,1723,0.63055766,0.7391906,-0.13052541
RFC4,RFC4,350,81,0.017039139,0.23470649,-0.16418888
ST6GAL1,ST6GAL1,613,184,0.032254364,0.36292398,0.21906833
RPL39L,RPL39L,162,50,0.008679248,1.1116798,2.457188
RTP4,RTP4,4182,135,0.17764491,0.4304118,0.42079735
BCL6,BCL6,211,77,0.011619287,0.21885006,-0.21158563
AC022498.1,AC022498.1,6,6,0.00045358908,0.3339406,0.13243358
TPRG1,TPRG1,576,21,0.021008873,0.8001473,1.5259805
IL1RAP,IL1RAP,99,16,0.0049102046,0.50228214,0.6356264
CCDC50,CCDC50,1375,151,0.06367589,0.334222,0.1332747
HRASLS,HRASLS,7,3,0.0004077472,0.31045622,0.062235996
OPA1,OPA1,398,62,0.017625336,0.35368955,0.19146554
HES1,HES1,152,48,0.009198019,0.54496884,0.7632219
LSG1,LSG1,487,70,0.022870505,0.2583479,-0.093521915
FAM43A,FAM43A,430,53,0.01913032,0.5290202,0.7155495
PPP1R2,PPP1R2,6074,754,0.27191496,0.8521122,0.8527271
TNK2-AS1,TNK2-AS1,36,5,0.0016291287,0.25905392,-0.091411546
TFRC,TFRC,133,86,0.008763342,0.23659833,-0.15853396
PCYT1A,PCYT1A,773,81,0.032379694,0.59230703,0.9047214
TCTEX1D2,TCTEX1D2,618,77,0.025348289,0.34337795,0.16064294
RNF168,RNF168,932,87,0.039428294,0.96266454,2.0117638
WDR53,WDR53,306,36,0.012893502,0.24191576,-0.14263952
FBXO45,FBXO45,78,6,0.0031639128,0.21482226,-0.22362518
PIGX,PIGX,1351,145,0.060124863,0.949866,1.9735074
CEP19,CEP19,438,42,0.018232575,0.27003974,-0.058573633
PAK2,PAK2,2858,300,0.1209357,0.28772366,-0.0057142964
NCBP2,NCBP2,2476,335,0.116463445,0.42380372,0.40104505
NCBP2-AS2,NCBP2-AS2,2053,330,0.092102505,0.32105654,0.09392163
FYTTD1,FYTTD1,2682,180,0.10775819,0.23217316,-0.1717613
IQCG,IQCG,159,25,0.007049371,0.25871113,-0.09243618
ZNF595,ZNF595,146,58,0.008236304,0.21698794,-0.21715173
ZNF718,ZNF718,80,18,0.003799329,0.29947683,0.029417321
ZNF141,ZNF141,156,27,0.007601104,0.26061767,-0.08673729
ZNF721,ZNF721,489,112,0.022968547,0.23940663,-0.1501396
PIGG,PIGG,355,63,0.016278472,0.3069846,0.051858936
PDE6B,PDE6B,91,43,0.0070345458,2.0634305,5.302083
RP11-1191J2.5,RP11-1191J2.5,43,11,0.0021187493,0.27992302,-0.029031327
ATP5I,ATP5I,2461,779,0.12609167,0.21734023,-0.21609868
PCGF3,PCGF3,281,51,0.012235383,0.48914972,0.596372
RP11-440L14.1,RP11-440L14.1,98,8,0.0041751666,0.63234085,1.0243871
GAK,GAK,676,132,0.029655963,0.34991115,0.18017146
DGKQ,DGKQ,63,16,0.0032637673,0.5748254,0.8524667
IDUA,IDUA,157,18,0.007413826,1.9569237,4.9837217
SPON2,SPON2,662,216,0.04524809,1.0538498,2.2843273
MAEA,MAEA,1049,204,0.053436425,2.0720687,5.3279037
SLBP,SLBP,3936,300,0.16531903,0.47178215,0.54445827
RP11-572O17.1,RP11-572O17.1,135,14,0.006050059,0.64885044,1.0737363
TMEM129,TMEM129,286,95,0.01462351,0.22025423,-0.2073884
TACC3,TACC3,907,150,0.040177837,0.2757153,-0.04160873
LETM1,LETM1,297,45,0.013497252,0.46644145,0.5284943
WHSC1,WHSC1,149,30,0.006661234,0.25607148,-0.10032641
NELFA,NELFA,440,104,0.022123486,0.31161937,0.0657128
HAUS3,HAUS3,1137,90,0.04841145,0.31211028,0.06718017
MXD4,MXD4,351,94,0.017084964,0.2911973,0.0046688225
ZFYVE28,ZFYVE28,320,64,0.014952535,0.3686016,0.23603939
ADD1,ADD1,905,252,0.046643022,0.76287675,1.4145744
MFSD10,MFSD10,2288,248,0.09907404,0.6183794,0.9826548
NOP14,NOP14,330,37,0.014598944,0.24545184,-0.13206977
GRK4,GRK4,99,8,0.0040296717,0.28498697,-0.013894579
HTT,HTT,295,63,0.014284645,0.43120056,0.4231551
TMEM128,TMEM128,1136,146,0.051422924,0.4670363,0.53027236
LYAR,LYAR,2416,499,0.12993333,1.2400054,2.840768
NSG1,NSG1,333,148,0.021608299,0.39683563,0.32043424
STX18,STX18,837,128,0.040134642,1.1122649,2.4589367
CYTL1,CYTL1,11,15,0.0017214433,0.84142655,1.649369
JAKMIP1,JAKMIP1,100,34,0.004847894,0.58460414,0.8816965
MRFAP1,MRFAP1,5251,656,0.23024979,0.36319304,0.21987258
AC093323.3,AC093323.3,390,100,0.018765591,0.4011483,0.33332533
RP11-539L10.2,RP11-539L10.2,66,36,0.0037994692,0.24320325,-0.13879105
S100P,S100P,59,9,0.0027571747,0.22962494,-0.17937823
MRFAP1L1,MRFAP1L1,1141,186,0.051235527,0.26357466,-0.07789851
BLOC1S4,BLOC1S4,3472,458,0.14988282,0.26701018,-0.06762933
TBC1D14,TBC1D14,174,93,0.011116074,0.26267356,-0.080592014
GRPEL1,GRPEL1,1943,244,0.09536812,1.4396456,3.4375167
TRMT44,TRMT44,127,13,0.0048684846,0.2316171,-0.17342345
SLC2A9,SLC2A9,13,11,0.0010488193,0.45667794,0.49931002
WDR1,WDR1,4550,703,0.20417415,0.2780937,-0.0344994
HS3ST1,HS3ST1,437,10,0.019353066,0.35568047,0.19741662
RAB28,RAB28,1474,97,0.058205735,0.31096247,0.06374925
FAM200B,FAM200B,1158,268,0.05596511,0.32993612,0.12046372
CD38,CD38,3155,89,0.16182971,0.6250436,1.0025748
FGFBP2,FGFBP2,1937,296,0.15517429,1.8231859,4.5839634
QDPR,QDPR,827,213,0.043079965,0.28274477,-0.020596802
DCAF16,DCAF16,266,48,0.011952236,0.33786607,0.14416727
LCORL,LCORL,423,30,0.016658055,0.30142573,0.035242792
DHX15,DHX15,1404,136,0.060877573,0.5341137,0.73077464
CCDC149,CCDC149,25,6,0.001313377,0.5621053,0.81444484
ZCCHC4,ZCCHC4,188,27,0.009150515,0.70356715,1.237291
ANAPC4,ANAPC4,503,83,0.022124255,0.36983693,0.23973195
SEL1L3,SEL1L3,125,95,0.009500176,0.26492542,-0.07386093
SMIM20,SMIM20,1526,282,0.07385178,0.8891324,1.7919674
RBPJ,RBPJ,2482,234,0.10652427,0.73033637,1.3173074
TBC1D19,TBC1D19,152,45,0.008811535,0.49673146,0.6190347
STIM2,STIM2,677,90,0.02863942,0.221036,-0.20505159
ARAP2,ARAP2,1240,79,0.047898453,0.27538857,-0.042585343
DTHD1,DTHD1,94,12,0.0035420097,0.34073406,0.15274006
PGM2,PGM2,516,77,0.02346456,0.44325233,0.45917925
AC021860.1,AC021860.1,23,10,0.0016552204,0.28542587,-0.012582659
KLF3,KLF3,2068,287,0.0922089,0.35217267,0.18693142
TLR10,TLR10,77,60,0.0064539146,0.2294322,-0.17995436
TLR6,TLR6,76,13,0.0035768226,0.52234256,0.6955893
TMEM156,TMEM156,600,86,0.02928444,0.39625195,0.31868955
RFC1,RFC1,1229,144,0.055560526,0.75239396,1.3832401
LIAS,LIAS,431,104,0.02066563,0.23091519,-0.17552152
SMIM14,SMIM14,2498,275,0.115228295,0.63391197,1.0290835
UBE2K,UBE2K,1755,189,0.07289915,0.5918617,0.9033903
PDS5A,PDS5A,529,135,0.02665763,0.33451128,0.13413942
RHOH,RHOH,5683,672,0.28151026,0.6777885,0.37388626
AC195454.1,AC195454.1,11,3,0.00071863976,0.24864575,-0.12252278
APBB2,APBB2,44,5,0.0018109635,0.7172388,1.2781571
ATP8A1,ATP8A1,420,38,0.017002176,0.44329312,0.4593012
GUF1,GUF1,240,31,0.010381709,0.23562287,-0.16144972
GNPDA2,GNPDA2,326,68,0.015930213,0.3250121,0.10574522
COMMD8,COMMD8,2746,326,0.11615022,0.35313535,0.18980896
TXK,TXK,383,210,0.026259447,0.43348965,0.42999747
SLAIN2,SLAIN2,697,80,0.027574634,0.35505137,0.19553618
OCIAD1,OCIAD1,3895,523,0.16862631,0.48850292,0.5944386
OCIAD2,OCIAD2,8463,608,0.38852823,0.67454135,0.36496684
DCUN1D4,DCUN1D4,231,24,0.009230378,0.31276843,0.069147475
USP46,USP46,114,20,0.006412063,0.99024576,2.0942073
SCFD2,SCFD2,136,31,0.0073025674,0.30998707,0.06083366
FIP1L1,FIP1L1,2246,223,0.09165695,0.2318114,-0.17284264
LNX1,LNX1,21,10,0.0014194937,0.9603416,2.00482
CHIC2,CHIC2,3715,195,0.14556813,0.36439162,0.22345531
SRD5A3,SRD5A3,650,146,0.030668996,0.25638878,-0.099377945
TMEM165,TMEM165,4212,402,0.17450023,0.5840533,0.88004994
CLOCK,CLOCK,178,20,0.0074621765,0.22586498,-0.1906172
CEP135,CEP135,718,77,0.0297648,0.23993091,-0.14857246
AASDH,AASDH,288,63,0.013647575,0.33874297,0.14678845
PPAT,PPAT,251,30,0.011801342,0.28797558,-0.0049612806
PAICS,PAICS,702,79,0.038256284,0.700018,1.2266822
SRP72,SRP72,1852,443,0.0957962,0.67197543,1.1428596
HOPX,HOPX,1325,403,0.088693134,1.139656,2.540812
SPINK2,SPINK2,123,24,0.0055814413,0.22667582,-0.18819349
REST,REST,2209,194,0.09437453,0.38367495,0.28109545
NOA1,NOA1,1064,176,0.04718245,0.25623822,-0.09982799
POLR2B,POLR2B,914,119,0.04013641,0.2977259,0.024183538
IGFBP7,IGFBP7,1055,228,0.05860949,1.5734879,3.8375869
CENPC,CENPC,1022,92,0.043582324,0.335109,0.13592607
STAP1,STAP1,408,42,0.018446859,0.33875027,0.14681028
UBA6,UBA6,787,108,0.033737663,0.24904813,-0.12132003
UBA6-AS1,UBA6-AS1,160,35,0.00761628,0.29846135,0.02638192
YTHDC1,YTHDC1,1852,170,0.075860925,0.65690184,1.0978029
SULT1B1,SULT1B1,10,10,0.0010041121,0.24549949,-0.13192733
IGJ,IGJ,369,72,0.061206292,3.3705285,9.209153
UTP3,UTP3,1365,127,0.05823241,0.22634734,-0.18917537
RP11-46J23.1,RP11-46J23.1,12,3,0.0005891786,0.23165067,-0.1733231
GRSF1,GRSF1,1679,340,0.08052106,0.51318115,0.6682048
DCK,DCK,4980,513,0.21647456,0.30478817,0.045293543
SLC4A4,SLC4A4,5,3,0.0004025891,0.7830719,1.4749401
RASSF6,RASSF6,12,4,0.0007951995,0.28804636,-0.0047497093
IL8,IL8,5131,204,0.91975635,2.7381558,1.9793566
PF4,PF4,642,43,0.07225468,2.6768222,7.1355834
PPBP,PPBP,1545,79,0.23901078,3.6395066,8.509279
CXCL3,CXCL3,2013,8,0.2774107,2.3668718,5.013543
CXCL2,CXCL2,2104,47,0.15440118,1.2051327,2.7365298
MTHFD2L,MTHFD2L,524,53,0.022639856,0.33419314,0.13318847
EREG,EREG,659,44,0.03240305,0.41843674,0.38500252
PARM1,PARM1,30,4,0.0016962583,0.52083844,0.6910933
RCHY1,RCHY1,1101,116,0.046714038,0.7068825,1.247201
THAP6,THAP6,400,41,0.017274939,0.21642528,-0.21883357
G3BP2,G3BP2,3691,429,0.16499183,0.31485763,0.07539235
NAAA,NAAA,1407,483,0.07340575,0.31249627,0.068333976
SDAD1,SDAD1,1918,165,0.08577872,0.39488852,0.31461412
CXCL9,CXCL9,318,3,0.01429087,0.34426793,0.16330321
CXCL10,CXCL10,7521,12,2.2785585,4.0983286,2.6637084
NUP54,NUP54,881,122,0.041289765,0.56241524,0.8153713
SEPT11,SEPT11,365,85,0.020176243,1.3362117,3.12834
CCNG2,CCNG2,386,121,0.019861052,0.2202989,-0.20725487
CNOT6L,CNOT6L,1355,131,0.05506487,0.29857272,0.02671482
MRPL1,MRPL1,1213,133,0.059545144,0.7065821,1.2463031
LINC01094,LINC01094,264,3,0.010436861,0.22856468,-0.18254748
PAQR3,PAQR3,42,16,0.0024241067,0.22267042,-0.2001661
